"weight;""word"";""color"";""url""",,,,,teamwork
"1;""English"";"""";""""",,,,,
"1;""enhancements"";"""";""""",,,,,
"1;""enjoys"";"""";""""",,,,,
"1;""ensures"";"""";""""",,,,,
"1;""entire"";"""";""""",,,,,
"1;""entities"";"""";""""",,,,,
"1;""errors"";"""";""""",,,,,
"1;""establishing"";"""";""""",,,,,
"1;""Estimate"";"""";""""",,,,,
"1;""ethical"";"""";""""",,,,,
"1;""evaluates"";"""";""""",,,,,
"1;""ever-growing"";"""";""""",,,,,
"1;""everything–if"";"""";""""",,,,,
"1;""evolving"";"""";""""",,,,,
"1;""example"";"""";""""",,,,,
"1;""Excel"";"""";""""",,,,,
"1;""excellence"";"""";""""",,,,,
"1;""exclusively"";"""";""""",,,,,
"1;""execute"";"""";""""",,,,,
"1;""expand"";"""";""""",,,,,
"1;""expectations"";"""";""""",,,,,
"1;""expected"";"""";""""",,,,,
"1;""Experienced"";"""";""""",,,,,
"1;""experienced"";"""";""""",,,,,
"1;""Expert"";"""";""""",,,,,
"1;""Expertise"";"""";""""",,,,,
"1;""explain"";"""";""""",,,,,
"1;""extent"";"""";""""",,,,,
"1;""face"";"""";""""",,,,,
"1;""facing"";"""";""""",,,,,
"1;""Factory"";"""";""""",,,,,
"1;""failure"";"""";""""",,,,,
"1;""Familiarity"";"""";""""",,,,,
"1;""faster"";"""";""""",,,,,
"1;""feature"";"""";""""",,,,,
"1;""financial"";"""";""""",,,,,
"1;""firms"";"""";""""",,,,,
"1;""fiscal"";"""";""""",,,,,
"1;""fits"";"""";""""",,,,,
"1;""Five"";"""";""""",,,,,
"1;""Fix"";"""";""""",,,,,
"1;""fix"";"""";""""",,,,,
"1;""fixed"";"""";""""",,,,,
"1;""fixes"";"""";""""",,,,,
"1;""fixing"";"""";""""",,,,,
"1;""Flexible"";"""";""""",,,,,
"1;""flows"";"""";""""",,,,,
"1;""focused"";"""";""""",,,,,
"1;""form"";"""";""""",,,,,
"1;""formatted"";"""";""""",,,,,
"1;""Fortune"";"""";""""",,,,,
"1;""forward"";"""";""""",,,,,
"1;""found"";"""";""""",,,,,
"1;""Frameworks"";"""";""""",,,,,
"1;""frequent"";"""";""""",,,,,
"1;""Friday"";"""";""""",,,,,
"1;""front"";"""";""""",,,,,
"1;""full-stack"";"""";""""",,,,,
"1;""functions"";"""";""""",,,,,
"1;""fundamentals"";"""";""""",,,,,
"1;""future"";"""";""""",,,,,
"1;""gather"";"""";""""",,,,,
"1;""Gathers"";"""";""""",,,,,
"1;""Generics"";"""";""""",,,,,
"1;""GIT"";"""";""""",,,,,
"1;""give"";"""";""""",,,,,
"1;""global"";"""";""""",,,,,
"1;""Gmail"";"""";""""",,,,,
"1;""goals"";"""";""""",,,,,
"1;""good"";"""";""""",,,,,
"1;""Google"";"""";""""",,,,,
"1;""government"";"""";""""",,,,,
"1;""gracefully"";"""";""""",,,,,
"1;""grammar"";"""";""""",,,,,
"1;""GraphQL"";"""";""""",,,,,
"1;""Groovy"";"""";""""",,,,,
"1;""groups"";"""";""""",,,,,
"1;""growing"";"""";""""",,,,,
"1;""grows"";"""";""""",,,,,
"1;""happen"";"""";""""",,,,,
"1;""hard-to-diagnose"";"""";""""",,,,,
"1;""healthcare"";"""";""""",,,,,
"1;""help"";"""";""""",,,,,
"1;""Help"";"""";""""",,,,,
"1;""helps"";"""";""""",,,,,
"1;""Heroku"";"""";""""",,,,,
"1;""hidden"";"""";""""",,,,,
"1;""high-quality"";"""";""""",,,,,
"1;""Highly"";"""";""""",,,,,
"1;""hire"";"""";""""",,,,,
"1;""hires"";"""";""""",,,,,
"1;""homework"";"""";""""",,,,,
"1;""housing"";"""";""""",,,,,
"1;""however"";"""";""""",,,,,
"1;""HP’s"";"""";""""",,,,,
"1;""HTML5"";"""";""""",,,,,
"1;""https://www.youtube.com/watch?v=4yODalLQ2lM"";"""";""""",,,,,
"1;""human"";"""";""""",,,,,
"1;""Humble"";"""";""""",,,,,
"1;""ideal"";"""";""""",,,,,
"1;""identifies"";"""";""""",,,,,
"1;""Identify"";"""";""""",,,,,
"1;""imagery"";"""";""""",,,,,
"1;""impacts"";"""";""""",,,,,
"1;""Implement"";"""";""""",,,,,
"1;""implement"";"""";""""",,,,,
"1;""Improve"";"""";""""",,,,,
"1;""improvement"";"""";""""",,,,,
"1;""improves"";"""";""""",,,,,
"1;""improving"";"""";""""",,,,,
"1;""in-depth"";"""";""""",,,,,
"1;""INCLUDE"";"""";""""",,,,,
"1;""include"";"""";""""",,,,,
"1;""inclusion"";"""";""""",,,,,
"1;""income"";"""";""""",,,,,
"1;""Independent"";"""";""""",,,,,
"1;""independently"";"""";""""",,,,,
"1;""India"";"""";""""",,,,,
"1;""individuals"";"""";""""",,,,,
"1;""industry"";"""";""""",,,,,
"1;""Industry"";"""";""""",,,,,
"1;""information"";"""";""""",,,,,
"1;""infrastructure"";"""";""""",,,,,
"1;""innovation"";"""";""""",,,,,
"1;""insights"";"""";""""",,,,,
"1;""Insurance"";"""";""""",,,,,
"1;""integrate"";"""";""""",,,,,
"1;""integrations"";"""";""""",,,,,
"1;""interacting"";"""";""""",,,,,
"1;""interactions"";"""";""""",,,,,
"1;""Interacts"";"""";""""",,,,,
"1;""interest"";"""";""""",,,,,
"1;""interested"";"""";""""",,,,,
"1;""interfaces"";"""";""""",,,,,
"1;""internals"";"""";""""",,,,,
"1;""interprets"";"""";""""",,,,,
"1;""interview"";"""";""""",,,,,
"1;""invents"";"""";""""",,,,,
"1;""investigate"";"""";""""",,,,,
"1;""involves"";"""";""""",,,,,
"1;""iOS"";"""";""""",,,,,
"1;""items"";"""";""""",,,,,
"1;""Jackson"";"""";""""",,,,,
"1;""java"";"""";""""",,,,,
"1;""Java-based"";"""";""""",,,,,
"1;""Java/Tomcat"";"""";""""",,,,,
"1;""Jetty"";"""";""""",,,,,
"1;""JMS"";"""";""""",,,,,
"1;""job"";"""";""""",,,,,
"1;""join"";"""";""""",,,,,
"1;""JPA-based"";"""";""""",,,,,
"1;""jQuery/JavaScript"";"""";""""",,,,,
"1;""junior"";"""";""""",,,,,
"1;""jUnit"";"""";""""",,,,,
"1;""Junit"";"""";""""",,,,,
"1;""keep"";"""";""""",,,,,
"1;""KEY"";"""";""""",,,,,
"1;""keywords"";"""";""""",,,,,
"1;""kind"";"""";""""",,,,,
"1;""know"";"""";""""",,,,,
"1;""knowledgeable"";"""";""""",,,,,
"1;""knows"";"""";""""",,,,,
"1;""largest"";"""";""""",,,,,
"1;""law"";"""";""""",,,,,
"1;""layer"";"""";""""",,,,,
"1;""layers"";"""";""""",,,,,
"1;""layout"";"""";""""",,,,,
"1;""layouts"";"""";""""",,,,,
"1;""leader"";"""";""""",,,,,
"1;""legally"";"""";""""",,,,,
"1;""less-experienced"";"""";""""",,,,,
"1;""level"";"""";""""",,,,,
"1;""levels"";"""";""""",,,,,
"1;""libraries"";"""";""""",,,,,
"1;""Life"";"""";""""",,,,,
"1;""lifecycle"";"""";""""",,,,,
"1;""light-weight"";"""";""""",,,,,
"1;""like"";"""";""""",,,,,
"1;""LIMITED"";"""";""""",,,,,
"1;""Linux"";"""";""""",,,,,
"1;""listen"";"""";""""",,,,,
"1;""lives"";"""";""""",,,,,
"1;""local"";"""";""""",,,,,
"1;""locations"";"""";""""",,,,,
"1;""log"";"""";""""",,,,,
"1;""logic"";"""";""""",,,,,
"1;""look"";"""";""""",,,,,
"1;""Looking"";"""";""""",,,,,
"1;""Love"";"""";""""",,,,,
"1;""Lucene"";"""";""""",,,,,
"1;""Magento"";"""";""""",,,,,
"1;""maintained"";"""";""""",,,,,
"1;""major"";"""";""""",,,,,
"1;""making"";"""";""""",,,,,
"1;""malicious"";"""";""""",,,,,
"1;""Manage"";"""";""""",,,,,
"1;""managers"";"""";""""",,,,,
"1;""manages"";"""";""""",,,,,
"1;""managing"";"""";""""",,,,,
"1;""manipulate"";"""";""""",,,,,
"1;""many"";"""";""""",,,,,
"1;""mass"";"""";""""",,,,,
"1;""Master's"";"""";""""",,,,,
"1;""mastery"";"""";""""",,,,,
"1;""matching"";"""";""""",,,,,
"1;""Mathematics"";"""";""""",,,,,
"1;""Maven"";"""";""""",,,,,
"1;""measure"";"""";""""",,,,,
"1;""Meet"";"""";""""",,,,,
"1;""Memcached"";"""";""""",,,,,
"1;""mentor"";"""";""""",,,,,
"1;""Mentoring"";"""";""""",,,,,
"1;""mentoring"";"""";""""",,,,,
"1;""merging"";"""";""""",,,,,
"1;""micro"";"""";""""",,,,,
"1;""micro-services"";"""";""""",,,,,
"1;""Microsoft"";"""";""""",,,,,
"1;""Microsoft’s"";"""";""""",,,,,
"1;""millions"";"""";""""",,,,,
"1;""Minimum"";"""";""""",,,,,
"1;""minimum"";"""";""""",,,,,
"1;""mitigate"";"""";""""",,,,,
"1;""mix"";"""";""""",,,,,
"1;""mock-ups"";"""";""""",,,,,
"1;""Mockito"";"""";""""",,,,,
"1;""models"";"""";""""",,,,,
"1;""Monday"";"""";""""",,,,,
"1;""mongo"";"""";""""",,,,,
"1;""monitor"";"""";""""",,,,,
"1;""monitors"";"""";""""",,,,,
"1;""Motivated"";"""";""""",,,,,
"1;""motivated"";"""";""""",,,,,
"1;""motivator"";"""";""""",,,,,
"1;""move"";"""";""""",,,,,
"1;""MSPs"";"""";""""",,,,,
"1;""Multi"";"""";""""",,,,,
"1;""Multiple"";"""";""""",,,,,
"1;""multitask"";"""";""""",,,,,
"1;""MySQL"";"""";""""",,,,,
"1;""natural"";"""";""""",,,,,
"1;""Need"";"""";""""",,,,,
"1;""need"";"""";""""",,,,,
"1;""Net"";"""";""""",,,,,
"1;""networking"";"""";""""",,,,,
"1;""Networking"";"""";""""",,,,,
"1;""networks"";"""";""""",,,,,
"1;""Nobody"";"""";""""",,,,,
"1;""node.js"";"""";""""",,,,,
"1;""NodeJS"";"""";""""",,,,,
"1;""normalized"";"""";""""",,,,,
"1;""notifies"";"""";""""",,,,,
"1;""now"";"""";""""",,,,,
"1;""Nutch"";"""";""""",,,,,
"1;""Object"";"""";""""",,,,,
"1;""objective"";"""";""""",,,,,
"1;""Offer"";"""";""""",,,,,
"1;""offering"";"""";""""",,,,,
"1;""old"";"""";""""",,,,,
"1;""onboarding"";"""";""""",,,,,
"1;""ongoing"";"""";""""",,,,,
"1;""OOP"";"""";""""",,,,,
"1;""open"";"""";""""",,,,,
"1;""Openness"";"""";""""",,,,,
"1;""Operations"";"""";""""",,,,,
"1;""opportunities"";"""";""""",,,,,
"1;""opportunity"";"""";""""",,,,,
"1;""Optimal"";"""";""""",,,,,
"1;""Optimize"";"""";""""",,,,,
"1;""optimize"";"""";""""",,,,,
"1;""oral"";"""";""""",,,,,
"1;""organization"";"""";""""",,,,,
"1;""oriented"";"""";""""",,,,,
"1;""Oriented"";"""";""""",,,,,
"1;""ORM"";"""";""""",,,,,
"1;""osition"";"""";""""",,,,,
"1;""outages"";"""";""""",,,,,
"1;""Outlook"";"""";""""",,,,,
"1;""outside"";"""";""""",,,,,
"1;""outsourced"";"""";""""",,,,,
"1;""overall"";"""";""""",,,,,
"1;""Overseeing"";"""";""""",,,,,
"1;""Owning"";"""";""""",,,,,
"1;""pages"";"""";""""",,,,,
"1;""paradigms"";"""";""""",,,,,
"1;""Participating"";"""";""""",,,,,
"1;""particular"";"""";""""",,,,,
"1;""party"";"""";""""",,,,,
"1;""passionate"";"""";""""",,,,,
"1;""Patterns"";"""";""""",,,,,
"1;""PCI"";"""";""""",,,,,
"1;""people"";"""";""""",,,,,
"1;""Perform"";"""";""""",,,,,
"1;""performant"";"""";""""",,,,,
"1;""period"";"""";""""",,,,,
"1;""persistence"";"""";""""",,,,,
"1;""personal"";"""";""""",,,,,
"1;""perspective"";"""";""""",,,,,
"1;""phases"";"""";""""",,,,,
"1;""pipelines"";"""";""""",,,,,
"1;""place"";"""";""""",,,,,
"1;""planning"";"""";""""",,,,,
"1;""platform"";"""";""""",,,,,
"1;""Policy"";"""";""""",,,,,
"1;""portfolio"";"""";""""",,,,,
"1;""Position"";"""";""""",,,,,
"1;""positive"";"""";""""",,,,,
"1;""PostgreSQL"";"""";""""",,,,,
"1;""potential"";"""";""""",,,,,
"1;""Potentially"";"""";""""",,,,,
"1;""PowerPoint"";"""";""""",,,,,
"1;""pre-employment"";"""";""""",,,,,
"1;""Precaution(s"";"""";""""",,,,,
"1;""preferably"";"""";""""",,,,,
"1;""PREFERRED"";"""";""""",,,,,
"1;""Primary"";"""";""""",,,,,
"1;""principles"";"""";""""",,,,,
"1;""printing"";"""";""""",,,,,
"1;""prior"";"""";""""",,,,,
"1;""Prior"";"""";""""",,,,,
"1;""prioritize"";"""";""""",,,,,
"1;""prioritizes"";"""";""""",,,,,
"1;""problem"";"""";""""",,,,,
"1;""problem-solving"";"""";""""",,,,,
"1;""Procedures"";"""";""""",,,,,
"1;""procedures"";"""";""""",,,,,
"1;""processed"";"""";""""",,,,,
"1;""processing"";"""";""""",,,,,
"1;""Producing"";"""";""""",,,,,
"1;""Product"";"""";""""",,,,,
"1;""products"";"""";""""",,,,,
"1;""professionals"";"""";""""",,,,,
"1;""Proficiency"";"""";""""",,,,,
"1;""profitable"";"""";""""",,,,,
"1;""programs"";"""";""""",,,,,
"1;""progress"";"""";""""",,,,,
"1;""proposals"";"""";""""",,,,,
"1;""protecting"";"""";""""",,,,,
"1;""Provide"";"""";""""",,,,,
"1;""provided"";"""";""""",,,,,
"1;""Providers"";"""";""""",,,,,
"1;""Provides"";"""";""""",,,,,
"1;""Providing"";"""";""""",,,,,
"1;""providing"";"""";""""",,,,,
"1;""public"";"""";""""",,,,,
"1;""qualifications"";"""";""""",,,,,
"1;""querying"";"""";""""",,,,,
"1;""Radical"";"""";""""",,,,,
"1;""rate"";"""";""""",,,,,
"1;""RDS"";"""";""""",,,,,
"1;""React"";"""";""""",,,,,
"1;""reacting"";"""";""""",,,,,
"1;""ReactJS"";"""";""""",,,,,
"1;""reconciles"";"""";""""",,,,,
"1;""reconciliation"";"""";""""",,,,,
"1;""refine"";"""";""""",,,,,
"1;""Related"";"""";""""",,,,,
"1;""Relational"";"""";""""",,,,,
"1;""reliability"";"""";""""",,,,,
"1;""reliable"";"""";""""",,,,,
"1;""Reliably"";"""";""""",,,,,
"1;""relocate"";"""";""""",,,,,
"1;""rely"";"""";""""",,,,,
"1;""Remote"";"""";""""",,,,,
"1;""Remotely"";"""";""""",,,,,
"1;""report"";"""";""""",,,,,
"1;""reported"";"""";""""",,,,,
"1;""reputable"";"""";""""",,,,,
"1;""request"";"""";""""",,,,,
"1;""REQUIREMENTS"";"""";""""",,,,,
"1;""Requirements"";"""";""""",,,,,
"1;""Research"";"""";""""",,,,,
"1;""Resilient"";"""";""""",,,,,
"1;""resolution"";"""";""""",,,,,
"1;""resolutions"";"""";""""",,,,,
"1;""respect"";"""";""""",,,,,
"1;""responding"";"""";""""",,,,,
"1;""response"";"""";""""",,,,,
"1;""RESPONSIBILITIES"";"""";""""",,,,,
"1;""Responsible"";"""";""""",,,,,
"1;""responsible"";"""";""""",,,,,
"1;""responsive"";"""";""""",,,,,
"1;""REST"";"""";""""",,,,,
"1;""RESTful"";"""";""""",,,,,
"1;""results"";"""";""""",,,,,
"1;""reusable"";"""";""""",,,,,
"1;""Revature"";"""";""""",,,,,
"1;""Review"";"""";""""",,,,,
"1;""Reviews"";"""";""""",,,,,
"1;""revision"";"""";""""",,,,,
"1;""rich"";"""";""""",,,,,
"1;""risk"";"""";""""",,,,,
"1;""roadmap"";"""";""""",,,,,
"1;""RocketCyber"";"""";""""",,,,,
"1;""root"";"""";""""",,,,,
"1;""RSpec"";"""";""""",,,,,
"1;""rules"";"""";""""",,,,,
"1;""runs"";"""";""""",,,,,
"1;""S.O.L.I.D"";"""";""""",,,,,
"1;""SaaS"";"""";""""",,,,,
"1;""SAFe"";"""";""""",,,,,
"1;""said"";"""";""""",,,,,
"1;""salary"";"""";""""",,,,,
"1;""say"";"""";""""",,,,,
"1;""Schedule"";"""";""""",,,,,
"1;""schedule"";"""";""""",,,,,
"1;""schedules"";"""";""""",,,,,
"1;""schemas"";"""";""""",,,,,
"1;""scoping"";"""";""""",,,,,
"1;""screening"";"""";""""",,,,,
"1;""Seattle"";"""";""""",,,,,
"1;""Security"";"""";""""",,,,,
"1;""seeking"";"""";""""",,,,,
"1;""Selenium"";"""";""""",,,,,
"1;""selenium"";"""";""""",,,,,
"1;""Self-motivated"";"""";""""",,,,,
"1;""self-motivated"";"""";""""",,,,,
"1;""senior"";"""";""""",,,,,
"1;""sensitive"";"""";""""",,,,,
"1;""Server"";"""";""""",,,,,
"1;""server-side"";"""";""""",,,,,
"1;""Service"";"""";""""",,,,,
"1;""service"";"""";""""",,,,,
"1;""Services"";"""";""""",,,,,
"1;""servicing"";"""";""""",,,,,
"1;""set"";"""";""""",,,,,
"1;""share"";"""";""""",,,,,
"1;""Sheets"";"""";""""",,,,,
"1;""shell"";"""";""""",,,,,
"1;""Ship"";"""";""""",,,,,
"1;""show"";"""";""""",,,,,
"1;""Sidekiq"";"""";""""",,,,,
"1;""site"";"""";""""",,,,,
"1;""sites"";"""";""""",,,,,
"1;""SKILLS"";"""";""""",,,,,
"1;""Slides"";"""";""""",,,,,
"1;""small"";"""";""""",,,,,
"1;""SOAP"";"""";""""",,,,,
"1;""SOC"";"""";""""",,,,,
"1;""Soft"";"""";""""",,,,,
"1;""Solid"";"""";""""",,,,,
"1;""solve"";"""";""""",,,,,
"1;""solver"";"""";""""",,,,,
"1;""someone"";"""";""""",,,,,
"1;""source"";"""";""""",,,,,
"1;""specifications"";"""";""""",,,,,
"1;""spelling"";"""";""""",,,,,
"1;""spending"";"""";""""",,,,,
"1;""Splunk"";"""";""""",,,,,
"1;""Sponsorship"";"""";""""",,,,,
"1;""SQL/SQL"";"""";""""",,,,,
"1;""SSL"";"""";""""",,,,,
"1;""STACK"";"""";""""",,,,,
"1;""stages"";"""";""""",,,,,
"1;""standups"";"""";""""",,,,,
"1;""startup"";"""";""""",,,,,
"1;""status"";"""";""""",,,,,
"1;""steward"";"""";""""",,,,,
"1;""stimulating"";"""";""""",,,,,
"1;""Stimulus.js"";"""";""""",,,,,
"1;""Stored"";"""";""""",,,,,
"1;""Street"";"""";""""",,,,,
"1;""strive"";"""";""""",,,,,
"1;""strong"";"""";""""",,,,,
"1;""Studio"";"""";""""",,,,,
"1;""substantial"";"""";""""",,,,,
"1;""substitute"";"""";""""",,,,,
"1;""suggestions"";"""";""""",,,,,
"1;""supporting"";"""";""""",,,,,
"1;""sure"";"""";""""",,,,,
"1;""SVN"";"""";""""",,,,,
"1;""System"";"""";""""",,,,,
"1;""tackle"";"""";""""",,,,,
"1;""taking"";"""";""""",,,,,
"1;""talk"";"""";""""",,,,,
"1;""tangible"";"""";""""",,,,,
"1;""TDD"";"""";""""",,,,,
"1;""team-player"";"""";""""",,,,,
"1;""Technical"";"""";""""",,,,,
"1;""technologists"";"""";""""",,,,,
"1;""Technology"";"""";""""",,,,,
"1;""Temporarily"";"""";""""",,,,,
"1;""tenant"";"""";""""",,,,,
"1;""Test"";"""";""""",,,,,
"1;""test"";"""";""""",,,,,
"1;""TFS"";"""";""""",,,,,
"1;""theme(s"";"""";""""",,,,,
"1;""thereafter"";"""";""""",,,,,
"1;""third"";"""";""""",,,,,
"1;""third-party"";"""";""""",,,,,
"1;""thorough"";"""";""""",,,,,
"1;""thousands"";"""";""""",,,,,
"1;""throughout"";"""";""""",,,,,
"1;""timelines"";"""";""""",,,,,
"1;""timely"";"""";""""",,,,,
"1;""together"";"""";""""",,,,,
"1;""tools"";"""";""""",,,,,
"1;""traders"";"""";""""",,,,,
"1;""tremendous"";"""";""""",,,,,
"1;""trillion"";"""";""""",,,,,
"1;""troubleshoot"";"""";""""",,,,,
"1;""UDFs"";"""";""""",,,,,
"1;""UI's"";"""";""""",,,,,
"1;""undergraduate"";"""";""""",,,,,
"1;""understands"";"""";""""",,,,,
"1;""Unix"";"""";""""",,,,,
"1;""Unix/Linux-based"";"""";""""",,,,,
"1;""update"";"""";""""",,,,,
"1;""updating"";"""";""""",,,,,
"1;""upon"";"""";""""",,,,,
"1;""usage"";"""";""""",,,,,
"1;""use"";"""";""""",,,,,
"1;""used"";"""";""""",,,,,
"1;""User"";"""";""""",,,,,
"1;""Uses"";"""";""""",,,,,
"1;""uses"";"""";""""",,,,,
"1;""utilize"";"""";""""",,,,,
"1;""utilizing"";"""";""""",,,,,
"1;""validated"";"""";""""",,,,,
"1;""valued"";"""";""""",,,,,
"1;""values"";"""";""""",,,,,
"1;""vectors"";"""";""""",,,,,
"1;""version"";"""";""""",,,,,
"1;""video"";"""";""""",,,,,
"1;""Virtual"";"""";""""",,,,,
"1;""Visa"";"""";""""",,,,,
"1;""Vision"";"""";""""",,,,,
"1;""Visual"";"""";""""",,,,,
"1;""volume"";"""";""""",,,,,
"1;""Vue"";"""";""""",,,,,
"1;""Waiting"";"""";""""",,,,,
"1;""Wall"";"""";""""",,,,,
"1;""Warehouse"";"""";""""",,,,,
"1;""Web"";"""";""""",,,,,
"1;""web-based"";"""";""""",,,,,
"1;""websites"";"""";""""",,,,,
"1;""weekly"";"""";""""",,,,,
"1;""well"";"""";""""",,,,,
"1;""whiteboarding"";"""";""""",,,,,
"1;""WILL"";"""";""""",,,,,
"1;""Will"";"""";""""",,,,,
"1;""Willing"";"""";""""",,,,,
"1;""Willingness"";"""";""""",,,,,
"1;""wireframes"";"""";""""",,,,,
"1;""without"";"""";""""",,,,,
"1;""WooCommerce"";"""";""""",,,,,
"1;""Word"";"""";""""",,,,,
"1;""workflow"";"""";""""",,,,,
"1;""workforce"";"""";""""",,,,,
"1;""workload"";"""";""""",,,,,
"1;""world's"";"""";""""",,,,,
"1;""www.intimetec.com"";"""";""""",,,,,
"1;""Xamarin"";"""";""""",,,,,
"1;""XML"";"""";""""",,,,,
"1;""zone"";"""";""""",,,,,
